name;fuji astia-like (hires)
description;fuji astia-like colorchecker (49 patches)
num_gray;24
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
A01;17.583770751953125;10.023697853088379;-0.58001279830932617;14.514335632324219;16.852825164794922;1.7297148704528809
A02;18.426223754882812;18.510936737060547;1.93442702293396;19.153484344482422;30.911714553833008;10.139614105224609
A03;19.533298492431641;25.818630218505859;4.475557804107666;24.150241851806641;40.746524810791016;16.010826110839844
A04;20.26318359375;26.708885192871094;4.6683549880981445;25.853656768798828;42.668342590332031;16.184818267822266
A05;33.989833831787109;13.588756561279297;-0.41177272796630859;45.715652465820312;23.319602966308594;-0.51153898239135742
A06;34.326442718505859;25.212600708007812;3.5642385482788086;47.457618713378906;41.246921539306641;7.0428848266601562
A07;35.193099975585938;36.386280059814453;7.4091553688049316;49.715934753417969;54.625659942626953;10.381960868835449
A08;36.020599365234375;50.97955322265625;11.640066146850586;52.042449951171875;68.905174255371094;9.8674535751342773
A09;60.55194091796875;7.8049001693725586;-3.0579805374145508;79.001274108886719;6.5834226608276367;-2.8925538063049316
A10;60.78656005859375;12.994885444641113;-1.399540901184082;79.351852416992188;11.303156852722168;-0.90051889419555664
A11;60.886299133300781;18.973827362060547;0.71039199829101562;79.456451416015625;17.1025390625;1.1327862739562988
A12;60.9232177734375;24.740070343017578;1.9801855087280273;79.556419372558594;21.769731521606445;1.4683127403259277
A13;80.542755126953125;-0.86826086044311523;-5.1001429557800293;94.501388549804688;-0.91037154197692871;-3.5180926322937012
A14;79.302810668945312;4.4462976455688477;-6.3562154769897461;93.801597595214844;2.265632152557373;-4.0298819541931152
A15;81.773757934570312;0.99673867225646973;-3.5477638244628906;94.987266540527344;0.20498037338256836;-2.0614743232727051
A16;80.664924621582031;1.9324123859405518;-5.3851842880249023;94.1544189453125;1.2278556823730469;-3.7786960601806641
A17;81.69366455078125;1.5432238578796387;-3.2203078269958496;94.44110107421875;1.0107457637786865;-2.2977709770202637
A18;82.313858032226562;0.6987452507019043;-3.4162402153015137;94.786796569824219;0.15652179718017578;-2.0556211471557617
A19;78.87890625;1.7837584018707275;-8.3704357147216797;92.782829284667969;0.13148784637451172;-5.8321356773376465
A20;14.892593383789062;5.7766885757446289;-1.1924028396606445;8.9659690856933594;8.73248291015625;-1.0441333055496216
A21;21.738170623779297;21.447837829589844;9.6923055648803711;25.025814056396484;37.836238861083984;24.317533493041992
A22;27.947906494140625;35.040779113769531;18.667251586914062;38.298587799072266;55.627094268798828;37.227790832519531
B01;17.389369964599609;8.0527667999267578;2.5317668914794922;13.605743408203125;14.83491039276123;6.8556280136108398
B02;18.321784973144531;14.306798934936523;6.9991884231567383;17.542484283447266;26.467069625854492;17.007881164550781
B03;19.522193908691406;19.697532653808594;10.808467864990234;21.981063842773438;35.000888824462891;25.336784362792969
B04;20.022747039794922;21.134658813476562;11.510091781616211;23.534523010253906;37.315189361572266;27.120965957641602
B05;34.244529724121094;13.840913772583008;6.7026557922363281;45.716945648193359;24.860441207885742;14.296895027160645
B06;34.668621063232422;23.427516937255859;14.909791946411133;47.483203887939453;39.701072692871094;29.308437347412109
B07;35.139476776123047;34.901393890380859;23.452163696289062;49.024253845214844;54.838657379150391;38.740261077880859
B08;36.060569763183594;47.647834777832031;30.702173233032227;51.289421081542969;67.354408264160156;41.590839385986328
B09;60.649032592773438;7.2004795074462891;0.034761428833007812;79.233078002929688;6.2028465270996094;0.62758922576904297
B10;60.859962463378906;12.092441558837891;4.6646714210510254;79.239501953125;11.210023880004883;5.3380250930786133
B11;61.001800537109375;16.735284805297852;9.5405216217041016;79.108451843261719;16.003816604614258;9.6182460784912109
B12;61.099807739257812;22.179126739501953;13.35911750793457;79.204704284667969;20.622640609741211;14.100217819213867
B13;78.502593994140625;-4.6726465225219727;-7.8163504600524902;93.53118896484375;-4.1646957397460938;-5.1536202430725098
B14;76.722885131835938;8.2486867904663086;-8.9269161224365234;92.641609191894531;4.7712621688842773;-6.1516761779785156
B15;80.758804321289062;0.11071562767028809;4.4484496116638184;94.068702697753906;-0.35580992698669434;2.6401400566101074
B16;73.316932678222656;2.0111501216888428;-5.1831722259521484;89.296058654785156;1.5599727630615234;-4.9531102180480957
