name;fuji velvia-like
description;fuji velvia-like colorchecker
num_gray;24
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
F17;56.170097351074219;25.542646408081055;5.0659775733947754;74.645828247070312;36.268890380859375;8.8516826629638672
F18;63.265678405761719;-24.471431732177734;10.17303466796875;79.555992126464844;-36.265312194824219;16.739213943481445
F19;48.916793823242188;11.596709251403809;-47.919643402099609;68.040023803710938;9.5026788711547852;-49.115837097167969
F20;51.432693481445312;5.986332893371582;7.6370477676391602;66.058670043945312;8.0296401977539062;12.240325927734375
F21;56.158515930175781;11.010318756103516;18.311859130859375;70.757400512695312;16.070396423339844;28.164566040039062
F22;60.056877136230469;8.9796485900878906;12.749171257019043;74.237098693847656;12.438207626342773;18.69000244140625
G01;15.646867752075195;-4.5572071075439453;-7.6205434799194336;7.7505607604980469;-2.5062932968139648;-15.410346031188965
G02;17.953384399414062;-8.3194971084594727;-8.7271633148193359;14.234869003295898;-5.8959274291992188;-18.617666244506836
G03;21.553016662597656;-10.215192794799805;-9.6519231796264648;23.385204315185547;-9.4562921524047852;-21.609437942504883
G04;23.698871612548828;-10.347559928894043;-9.3028430938720703;28.520877838134766;-12.345298767089844;-21.851999282836914
G05;35.308082580566406;-6.6283941268920898;-9.7527265548706055;48.874488830566406;-12.920111656188965;-19.800912857055664
G06;35.925754547119141;-12.838870048522949;-11.787164688110352;52.070274353027344;-23.328422546386719;-21.351707458496094
G07;36.395309448242188;-18.788442611694336;-12.943208694458008;55.646018981933594;-28.433591842651367;-20.72700309753418
G08;37.230693817138672;-23.203611373901367;-15.041679382324219;59.512969970703125;-30.114620208740234;-21.578348159790039
G09;60.245193481445312;-4.4142904281616211;-12.653946876525879;79.912528991699219;-5.345761775970459;-20.614040374755859
G10;60.365638732910156;-8.8291168212890625;-13.680135726928711;80.169410705566406;-10.998993873596191;-21.850894927978516
G11;60.61968994140625;-13.00486946105957;-14.541828155517578;81.070388793945312;-16.997634887695312;-23.073112487792969
G12;61.595619201660156;-24.166942596435547;-17.610931396484375;83.519828796386719;-32.025665283203125;-25.454103469848633
G13;63.6878662109375;-20.032136917114258;-34.318458557128906;86.474937438964844;-35.975189208984375;-21.06126594543457
G14;53.27642822265625;39.126308441162109;-36.691810607910156;75.742179870605469;47.265083312988281;-36.235282897949219
G15;73.575630187988281;-2.1027028560638428;37.879898071289062;91.799476623535156;-3.72353196144104;56.536495208740234
G16;39.916519165039062;1.0468065738677979;-8.8745298385620117;54.953529357910156;2.1992027759552002;-16.198873519897461
G17;51.559043884277344;30.420303344726562;8.7901706695556641;70.439605712890625;43.03607177734375;14.831745147705078
G18;59.072860717773438;-27.329952239990234;13.716400146484375;75.327392578125;-42.283744812011719;22.586654663085938
G19;42.157623291015625;15.160918235778809;-53.402103424072266;61.708892822265625;14.826833724975586;-59.205101013183594
G20;58.780181884765625;5.7493743896484375;13.630938529968262;73.658126831054688;7.5232686996459961;20.023298263549805
G21;58.150222778320312;5.4307279586791992;25.379121780395508;72.35992431640625;7.7113809585571289;38.408683776855469
G22;64.303665161132812;7.8008770942687988;61.429149627685547;79.501899719238281;14.308124542236328;79.394805908203125
H01;15.20826530456543;-1.9120275974273682;-11.930399894714355;8.0513515472412109;4.9443693161010742;-25.542518615722656
H02;16.704509735107422;-4.1798801422119141;-16.778314590454102;14.124425888061523;9.5053615570068359;-38.229770660400391
H03;19.725311279296875;-5.1295161247253418;-20.54034423828125;23.27227783203125;10.624423980712891;-47.810680389404297
H04;22.332553863525391;-5.2319469451904297;-21.60865592956543;29.755306243896484;8.2510414123535156;-50.844581604003906
H05;34.798290252685547;-3.0431449413299561;-15.916675567626953;49.132316589355469;-4.5204758644104004;-31.340957641601562
H06;35.006080627441406;-6.9949922561645508;-22.890567779541016;51.9449462890625;-9.6027555465698242;-41.128253936767578
H07;35.093654632568359;-9.7586212158203125;-30.983675003051758;56.024940490722656;-10.089278221130371;-50.010047912597656
H08;35.501487731933594;-11.550918579101562;-39.484626770019531;60.879173278808594;-7.5556039810180664;-58.001922607421875
H09;59.608848571777344;-2.6412606239318848;-16.714715957641602;79.604103088378906;-1.8790364265441895;-27.037883758544922
